Ligne;Mots retenus;PoS;lemmes;Ner_PERS;Ner_ORG;Ner_LIEU;Ner_COVID
dernières;[dernières];[ADJ];[dernier];[];[];[];[]
24;[24];[ADJ];[24];[];[];[];[]
heures;[heures];[NC];[heure];[];[];[];[]
,;[];[];[];[];[];[];[]
ce;[];[];[];[];[];[];[]
qui;[];[];[];[];[];[];[]
porte;[porte];[V];[porte];[];[];[];[]
à;[];[];[];[];[];[];[]
plus;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
45;[];[];[];[];[];[];[]
0;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
nombre;[nombre];[NC];[nombre];[];[];[];[]
total;[total];[NC];[total];[];[];[];[]
de;[];[];[];[];[];[];[]
morts;[morts];[NC];[mort];[];[];[];[]
depuis;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
début;[début];[NC];[début];[];[];[];[]
de;[];[];[];[];[];[];[]
l'épidémie;[épidémie];[NC];[épidémie];[];[];[];[épidémie]
.;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
nombre;[nombre];[NC];[nombre];[];[];[];[]
de;[];[];[];[];[];[];[]
personnes;[personnes];[NC];[personne];[];[];[];[]
actuellement;[];[];[];[];[];[];[]
hospitalisées;[hospitalisées];[VPP];[hospitaliser];[];[];[];[]
en;[];[];[];[];[];[];[]
France;[france];[NPP];[france];[];[];[france];[]
a;[];[];[];[];[];[];[]
battu;[battu];[VPP];[battre];[];[];[];[]
un;[];[];[];[];[];[];[]
nouveau;[nouveau];[ADJ];[nouveau];[];[];[];[]
record;[record];[NC];[record];[];[];[];[]
,;[];[];[];[];[];[];[]
à;[];[];[];[];[];[];[]
33;[];[];[];[];[];[];[]
466;[];[];[];[];[];[];[]
avec;[];[];[];[];[];[];[]
2;[];[];[];[];[];[];[]
65;[];[];[];[];[];[];[]
nouveaux;[nouveaux];[ADJ];[nouveau];[];[];[];[]
patients;[patients];[NC];[patient];[];[];[];[]
sur;[];[];[];[];[];[];[]
24;[24];[ADJ];[24];[];[];[];[]
heures;[heures];[NC];[heure];[];[];[];[]
.;[];[];[];[];[];[];[]
-;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
gouvernement;[gouvernement];[NC];[gouvernement];[];[];[];[]
a;[];[];[];[];[];[];[]
prudemment;[];[];[];[];[];[];[]
donné;[donné];[VPP];[donner];[];[];[];[]
son;[];[];[];[];[];[];[]
accord;[accord];[NC];[accord];[];[];[];[]
à;[];[];[];[];[];[];[]
une;[];[];[];[];[];[];[]
reprise;[reprise];[NC];[reprise];[];[];[];[]
des;[];[];[];[];[];[];[]
cérémonies;[cérémonies];[NC];[cérémonie];[];[];[];[]
religieuses;[religieuses];[ADJ];[religieux];[];[];[];[]
avec;[];[];[];[];[];[];[]
public;[public];[ADJ];[public];[];[];[];[]
à;[];[];[];[];[];[];[]
partir;[partir];[V];[partir];[];[];[];[]
du;[];[];[];[];[];[];[]
1er;[er];[NC];[er];[];[];[];[]
décembre;[décembre];[NC];[décembre];[];[];[];[]
mais;[];[];[];[];[];[];[]
à;[];[];[];[];[];[];[]
deux;[];[];[];[];[];[];[]
conditions;[conditions];[NC];[condition];[];[];[];[]
:;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
respect;[respect];[NC];[respect];[];[];[];[]
d’un;[];[];[];[];[];[];[]
nouveau;[nouveau];[ADJ];[nouveau];[];[];[];[]
protocole;[protocole];[NC];[protocole];[];[];[];[]
sanitaire;[sanitaire];[ADJ];[sanitaire];[];[];[];[]
au;[];[];[];[];[];[];[]
sein;[sein];[N];[sein];[];[];[];[]
des;[];[];[];[];[];[];[]
lieux;[lieux];[NC];[lieu];[];[];[];[]
de;[];[];[];[];[];[];[]
culte;[culte];[NC];[culte];[];[];[];[]
et;[];[];[];[];[];[];[]
une;[];[];[];[];[];[];[]
évolution;[évolution];[NC];[évolution];[];[];[];[]
favorable;[favorable];[ADJ];[favorable];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
situation;[situation];[NC];[situation];[];[];[];[]
épidémiologique;[épidémiologique];[ADJ];[épidémiologique];[];[];[];[]
.;[];[];[];[];[];[];[]
-;[];[];[];[];[];[];[]
La;[];[];[];[];[];[];[]
société;[société];[NC];[société];[];[];[];[]
de;[];[];[];[];[];[];[]
biotechnologie;[biotechnologie];[NC];[biotechnologie];[];[];[];[]
américaine;[américaine];[ADJ];[américain];[];[];[];[]
Moderna;[moderna];[NPP];[moderna];[];[];[];[]
a;[];[];[];[];[];[];[]
annoncé;[annoncé];[VPP];[annoncer];[];[];[];[]
lundi;[lundi];[NC];[lundi];[];[];[];[]
que;[];[];[];[];[];[];[]
son;[];[];[];[];[];[];[]
vaccin;[vaccin];[NC];[vaccin];[];[];[];[vaccin]
était;[était];[V];[être];[];[];[];[]
efficace;[efficace];[ADJ];[efficace];[];[];[];[]
à;[];[];[];[];[];[];[]
94,5;[];[];[];[];[];[];[]
%;[];[];[];[];[];[];[]
pour;[];[];[];[];[];[];[]
réduire;[réduire];[VINF];[réduire];[];[];[];[]
le;[];[];[];[];[];[];[]
risque;[risque];[V];[risque];[];[];[];[]
de;[];[];[];[];[];[];[]
contracter;[contracter];[VINF];[contracter];[];[];[];[]
la;[];[];[];[];[];[];[]
maladie;[maladie];[NC];[maladie];[];[];[];[]
,;[];[];[];[];[];[];[]
similaire;[similaire];[ADJ];[similaire];[];[];[];[]
à;[];[];[];[];[];[];[]
l’efficacité;[efficacité];[NC];[efficacité];[];[];[];[]
de;[];[];[];[];[];[];[]
90;[];[];[];[];[];[];[]
%;[];[];[];[];[];[];[]
annoncée;[annoncée];[VPP];[annoncer];[];[];[];[]
la;[];[];[];[];[];[];[]
semaine;[semaine];[NC];[semaine];[];[];[];[]
dernière;[dernière];[ADJ];[dernier];[];[];[];[]
par;[];[];[];[];[];[];[]
l’alliance;[alliance];[NC];[alliance];[];[];[];[]
Pfizer;[pfizer];[NPP];[pfizer];[];[pfizer];[];[]
/;[];[];[];[];[];[];[]
BioNTech;[biontech];[NPP];[biontech];[];[biontech];[];[]
.;[];[];[];[];[];[];[]
Si;[];[];[];[];[];[];[]
ce;[];[];[];[];[];[];[]
niveau;[niveau];[NC];[niveau];[];[];[];[]
d’efficacité;[efficacité];[NC];[efficacité];[];[];[];[]
était;[était];[V];[être];[];[];[];[]
le;[];[];[];[];[];[];[]
même;[];[];[];[];[];[];[]
dans;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
population;[population];[NC];[population];[];[];[];[]
générale;[générale];[ADJ];[général];[];[];[];[]
,;[];[];[];[];[];[];[]
ce;[];[];[];[];[];[];[]
serait;[serait];[V];[être];[];[];[];[]
l’un;[];[];[];[];[];[];[]
des;[];[];[];[];[];[];[]
vaccins;[vaccins];[NC];[vaccin];[];[];[];[vaccins]
les;[];[];[];[];[];[];[]
plus;[];[];[];[];[];[];[]
efficaces;[efficaces];[ADJ];[efficace];[];[];[];[]
qui;[];[];[];[];[];[];[]
existent;[existent];[V];[exister];[];[];[];[]
.;[];[];[];[];[];[];[]
-;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
chef;[chef];[N];[chef];[];[];[];[]
de;[];[];[];[];[];[];[]
l’Organisation;[organisation];[NC];[organisation];[];[];[];[]
mondiale;[mondiale];[ADJ];[mondial];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
santé;[santé];[NC];[santé];[];[];[];[]
a;[];[];[];[];[];[];[]
salué;[salué];[VPP];[saluer];[];[];[];[]
les;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
nouvelles;[nouvelles];[ADJ];[nouveau];[];[];[];[]
encourageantes;[encourageantes];[ADJ];[encourageant];[];[];[];[]
;[];[];[];[];[];[];[]
sur;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
front;[front];[NC];[front];[];[];[];[]
des;[];[];[];[];[];[];[]
vaccins;[vaccins];[NC];[vaccin];[];[];[];[vaccins]
,;[];[];[];[];[];[];[]
mais;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
assuré;[assuré];[VPP];[assurer];[];[];[];[]
que;[];[];[];[];[];[];[]
;[];[];[];[];[];[];[]
l’heure;[heure];[NC];[heure];[];[];[];[]
n’est;[est];[V];[être];[];[];[];[]
pas;[];[];[];[];[];[];[]
à;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
complaisance;[complaisance];[NC];[complaisance];[];[];[];[]
;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
Plein;[plein];[ADJ];[plein];[];[];[];[]
soleil;[soleil];[NC];[soleil];[];[];[];[]
n’est;[est];[V];[être];[];[];[];[]
pas;[];[];[];[];[];[];[]
un;[];[];[];[];[];[];[]
Ehpad;[ehpad];[NPP];[ehpad];[];[ehpad];[];[]
mais;[];[];[];[];[];[];[]
une;[];[];[];[];[];[];[]
résidence;[résidence];[NC];[résidence];[];[];[];[]
autonomie;[autonomie];[NC];[autonomie];[];[];[];[]
.;[];[];[];[];[];[];[]
63;[];[];[];[];[];[];[]
résidents;[résidents];[NC];[résident];[];[];[];[]
sont;[sont];[V];[être];[];[];[];[]
accueillis;[accueillis];[VPP];[accueillir];[];[];[];[]
individuellement;[];[];[];[];[];[];[]
en;[];[];[];[];[];[];[]
appartement;[appartement];[NC];[appartement];[];[];[];[]
dans;[];[];[];[];[];[];[]
cette;[];[];[];[];[];[];[]
structure;[structure];[NC];[structure];[];[];[];[]
non;[];[];[];[];[];[];[]
médicalisée;[médicalisée];[VPP];[médicaliser];[];[];[];[]
,;[];[];[];[];[];[];[]
à;[];[];[];[];[];[];[]
mi;[mi];[PREF];[mi];[];[];[];[]
-;[];[];[];[];[];[];[]
chemin;[chemin];[NC];[chemin];[];[];[];[]
entre;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
domicile;[domicile];[NC];[domicile];[];[];[];[]
et;[];[];[];[];[];[];[]
l’Ehpad;[ehpad];[NPP];[ehpad];[];[ehpad];[];[]
,;[];[];[];[];[];[];[]
avec;[];[];[];[];[];[];[]
des;[];[];[];[];[];[];[]
temps;[temps];[NC];[temps];[];[];[];[]
collectifs;[collectifs];[NC];[collectif];[];[];[];[]
d’animations;[animations];[NC];[animation];[];[];[];[]
ou;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
restauration;[restauration];[NC];[restauration];[];[];[];[]
.;[];[];[];[];[];[];[]
Un;[];[];[];[];[];[];[]
premier;[premier];[ADJ];[premier];[];[];[];[]
cas;[cas];[NC];[cas];[];[];[];[]
de;[];[];[];[];[];[];[]
Covid;[covid];[NPP];[covid];[];[];[];[covid]
a;[];[];[];[];[];[];[]
été;[été];[VPP];[être];[];[];[];[]
détecté;[détecté];[VPP];[détecter];[];[];[];[]
au;[];[];[];[];[];[];[]
sein;[sein];[N];[sein];[];[];[];[]
des;[];[];[];[];[];[];[]
résidents;[résidents];[NC];[résident];[];[];[];[]
le;[];[];[];[];[];[];[]
24;[24];[ADJ];[24];[];[];[];[]
octobre;[octobre];[NC];[octobre];[];[];[];[]
.;[];[];[];[];[];[];[]
Avant;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
confinement;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
cette;[];[];[];[];[];[];[]
personne;[];[];[];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
entrée;[entrée];[NC];[entrée];[];[];[];[]
en;[];[];[];[];[];[];[]
contact;[contact];[NC];[contact];[];[];[];[]
avec;[];[];[];[];[];[];[]
d’autres;[autres];[ADJ];[autres];[];[];[];[]
résidents;[résidents];[NC];[résident];[];[];[];[]
.;[];[];[];[];[];[];[]
Un;[];[];[];[];[];[];[]
dépistage;[];[];[];[];[];[];[]
collectif;[collectif];[NC];[collectif];[];[];[];[]
de;[];[];[];[];[];[];[]
tous;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
résidents;[résidents];[NC];[résident];[];[];[];[]
et;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
l’équipe;[équipe];[NC];[équipe];[];[];[];[]
d’encadrement;[encadrement];[NC];[encadrement];[];[];[];[]
,;[];[];[];[];[];[];[]
composée;[composée];[VPP];[composer];[];[];[];[]
de;[];[];[];[];[];[];[]
20;[];[];[];[];[];[];[]
personnes;[personnes];[NC];[personne];[];[];[];[]
(;[];[];[];[];[];[];[]
do;[do];[ET];[do];[];[];[];[]
nt;[nt];[ET];[nt];[];[];[];[]
un;[];[];[];[];[];[];[]
infirmier;[infirmier];[ADJ];[infirmier];[];[];[];[]
à;[];[];[];[];[];[];[]
temps;[temps];[NC];[temps];[];[];[];[]
plein;[plein];[ADJ];[plein];[];[];[];[]
et;[];[];[];[];[];[];[]
deux;[];[];[];[];[];[];[]
équivalents;[équivalents];[NC];[équivalent];[];[];[];[]
temps;[temps];[NC];[temps];[];[];[];[]
plein;[plein];[ADJ];[plein];[];[];[];[]
d’aide;[aide];[NC];[aide];[];[];[];[]
-;[];[];[];[];[];[];[]
soignant;[soignant];[VPR];[soignant];[];[];[];[]
);[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
a;[];[];[];[];[];[];[]
été;[été];[VPP];[être];[];[];[];[]
réalisé;[réalisé];[VPP];[réaliser];[];[];[];[]
le;[];[];[];[];[];[];[]
29;[];[];[];[];[];[];[]
octobre;[octobre];[NC];[octobre];[];[];[];[]
.;[];[];[];[];[];[];[]
Résultat;[résultat];[NC];[résultat];[];[];[];[]
,;[];[];[];[];[];[];[]
13;[13];[ADJ];[13];[];[];[];[]
cas;[cas];[NC];[cas];[];[];[];[]
positifs;[positifs];[ADJ];[positif];[];[];[];[]
à;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
Covid;[covid];[NPP];[covid];[];[];[];[covid]
-;[];[];[];[];[];[];[]
19;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Sur;[];[];[];[];[];[];[]
ces;[];[];[];[];[];[];[]
treize;[];[];[];[];[];[];[]
personnes;[personnes];[NC];[personne];[];[];[];[]
infectées;[infectées];[VPP];[infecté];[];[];[];[]
,;[];[];[];[];[];[];[]
toutes;[];[];[];[];[];[];[]
âgées;[âgées];[ADJ];[âgé];[];[];[];[]
de;[];[];[];[];[];[];[]
plus;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
70;[];[];[];[];[];[];[]
ans;[ans];[NC];[an];[];[];[];[]
,;[];[];[];[];[];[];[]
onze;[];[];[];[];[];[];[]
personnes;[personnes];[NC];[personne];[];[];[];[]
ont;[ont];[V];[avoir];[];[];[];[]
respecté;[respecté];[VPP];[respecter];[];[];[];[]
sept;[];[];[];[];[];[];[]
jours;[jours];[NC];[jour];[];[];[];[]
d’isolement;[isolement];[NC];[isolement];[];[];[];[]
,;[];[];[];[];[];[];[]
deux;[];[];[];[];[];[];[]
personnes;[personnes];[NC];[personne];[];[];[];[]
ont;[ont];[V];[avoir];[];[];[];[]
été;[été];[VPP];[être];[];[];[];[]
hospitalisées;[hospitalisées];[VPP];[hospitaliser];[];[];[];[]
à;[];[];[];[];[];[];[]
Voiron;[voiron];[NPP];[voiron];[];[];[voiron];[]
.;[];[];[];[];[];[];[]
Si;[];[];[];[];[];[];[]
l’une;[];[];[];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
toujours;[];[];[];[];[];[];[]
hospitalisée;[hospitalisée];[VPP];[hospitaliser];[];[];[];[]
,;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
seconde;[seconde];[ADJ];[seconde];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
décédée;[décédée];[VPP];[décéder];[];[];[];[]
.;[];[];[];[];[];[];[]
Depuis;[];[];[];[];[];[];[]
cet;[];[];[];[];[];[];[]
épisode;[épisode];[NC];[épisode];[];[];[];[]
,;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
restauration;[restauration];[NC];[restauration];[];[];[];[]
collective;[collective];[ADJ];[collectif];[];[];[];[]
a;[];[];[];[];[];[];[]
été;[été];[VPP];[être];[];[];[];[]
remplacée;[remplacée];[VPP];[remplacer];[];[];[];[]
par;[];[];[];[];[];[];[]
une;[];[];[];[];[];[];[]
livraison;[livraison];[NC];[livraison];[];[];[];[]
de;[];[];[];[];[];[];[]
repas;[repas];[NC];[repas];[];[];[];[]
dans;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
logements;[logements];[NC];[logement];[];[];[];[]
.;[];[];[];[];[];[];[]
Mais;[];[];[];[];[];[];[]
comme;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
souligne;[souligne];[V];[souligner];[];[];[];[]
le;[];[];[];[];[];[];[]
directeur;[directeur];[NC];[directeur];[];[];[];[]
Cédric;[cédric];[NPP];[cédric];[];[];[cédric];[]
Ancillon;[ancillon];[NPP];[ancillon];[];[];[ancillon];[]
,;[];[];[];[];[];[];[]
«;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
lien;[lien];[NC];[lien];[];[];[];[]
avec;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
familles;[familles];[NC];[famille];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
essentiel;[essentiel];[ADJ];[essentiel];[];[];[];[]
et;[];[];[];[];[];[];[]
nous;[];[];[];[];[];[];[]
n’avons;[avons];[V];[avoir];[];[];[];[]
pas;[];[];[];[];[];[];[]
voulu;[voulu];[VPP];[vouloir];[];[];[];[]
supprimer;[supprimer];[VINF];[supprimer];[];[];[];[]
totalement;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
visites;[visites];[NC];[visite];[];[];[];[]
,;[];[];[];[];[];[];[]
comme;[];[];[];[];[];[];[]
c;[];[];[];[];[];[];[]
’;[];[];[];[];[];[];[]
était;[était];[V];[être];[];[];[];[]
le;[];[];[];[];[];[];[]
cas;[cas];[NC];[cas];[];[];[];[]
lors;[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
premier;[premier];[ADJ];[premier];[];[];[];[]
confinement;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Les;[];[];[];[];[];[];[]
visites;[visites];[NC];[visite];[];[];[];[]
sont;[sont];[V];[être];[];[];[];[]
limitées;[limitées];[ADJ];[limité];[];[];[];[]
à;[];[];[];[];[];[];[]
un;[];[];[];[];[];[];[]
proche;[proche];[ADJ];[proche];[];[];[];[]
par;[];[];[];[];[];[];[]
résident;[résident];[NC];[résident];[];[];[];[]
.;[];[];[];[];[];[];[]
Cela;[];[];[];[];[];[];[]
nous;[];[];[];[];[];[];[]
permet;[permet];[V];[permettre];[];[];[];[]
de;[];[];[];[];[];[];[]
savoir;[savoir];[V];[savoir];[];[];[];[]
exactement;[];[];[];[];[];[];[]
qui;[];[];[];[];[];[];[]
entre;[];[];[];[];[];[];[]
et;[];[];[];[];[];[];[]
surtout;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
sensibiliser;[sensibiliser];[VINF];[sensibiliser];[];[];[];[]
à;[];[];[];[];[];[];[]
l’importance;[importance];[NC];[importance];[];[];[];[]
des;[];[];[];[];[];[];[]
gestes;[gestes];[NC];[geste];[];[];[];[]
barrières;[barrières];[NC];[barrière];[];[];[];[]
»;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Le;[];[];[];[];[];[];[]
masque;[masque];[ADJ];[masque];[];[];[];[]
est;[est];[V];[être];[];[];[];[]
obligatoire;[obligatoire];[ADJ];[obligatoire];[];[];[];[]
à;[];[];[];[];[];[];[]
l’intérieur;[intérieur];[NC];[intérieur];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
résidence;[résidence];[NC];[résidence];[];[];[];[]
depuis;[];[];[];[];[];[];[]
septembre;[septembre];[NC];[septembre];[];[];[];[]
.;[];[];[];[];[];[];[]
En;[];[];[];[];[];[];[]
mars;[mars];[NC];[mars];[];[];[];[]
dernier;[dernier];[ADJ];[dernier];[];[];[];[]
,;[];[];[];[];[];[];[]
dès;[];[];[];[];[];[];[]
l’annonce;[annonce];[NC];[annonce];[];[];[];[]
du;[];[];[];[];[];[];[]
confinement;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
Croix;[croix];[N];[croix];[];[];[];[]
-;[];[];[];[];[];[];[]
Rouge;[rouge];[ADJ];[rouge];[];[];[];[]
française;[française];[ADJ];[français];[];[];[];[]
lançait;[lançait];[V];[lancer];[];[];[];[]
un;[];[];[];[];[];[];[]
dispositif;[dispositif];[NC];[dispositif];[];[];[];[]
,;[];[];[];[];[];[];[]
“;[];[];[];[];[];[];[]
Croix;[croix];[N];[croix];[];[];[];[]
-;[];[];[];[];[];[];[]
Rouge;[rouge];[ADJ];[rouge];[];[];[];[]
chez;[];[];[];[];[];[];[]
vous;[];[];[];[];[];[];[]
”;[];[];[];[];[];[];[]
.;[];[];[];[];[];[];[]
Un;[];[];[];[];[];[];[]
numéro;[numéro];[N];[numéro];[];[];[];[]
unique;[unique];[ADJ];[unique];[];[];[];[]
,;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
9;[];[];[];[];[];[];[]
70;[];[];[];[];[];[];[]
28;[];[];[];[];[];[];[]
30;[];[];[];[];[];[];[]
0;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
grâce;[grâce];[N];[grâce];[];[];[];[]
auquel;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
personnes;[personnes];[NC];[personne];[];[];[];[]
en;[];[];[];[];[];[];[]
difficultés;[difficultés];[NC];[difficulté];[];[];[];[]
peuvent;[peuvent];[V];[pouvoir];[];[];[];[]
bénéficier;[bénéficier];[VINF];[bénéficier];[];[];[];[]
d’une;[];[];[];[];[];[];[]
écoute;[écoute];[NC];[écouter];[];[];[];[]
,;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
soutien;[soutien];[NC];[soutien];[];[];[];[]
psychologique;[psychologique];[ADJ];[psychologique];[];[];[];[]
et;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
livraisons;[livraisons];[NC];[livraison];[];[];[];[]
solidaires;[solidaires];[ADJ];[solidaire];[];[];[];[]
de;[];[];[];[];[];[];[]
produits;[produits];[NC];[produit];[];[];[];[]
de;[];[];[];[];[];[];[]
première;[première];[ADJ];[premier];[];[];[];[]
nécessité;[nécessité];[NC];[nécessité];[];[];[];[]
et;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
médicaments;[médicaments];[NC];[médicament];[];[];[];[]
sur;[];[];[];[];[];[];[]
ordonnance;[ordonnance];[NC];[ordonnance];[];[];[];[]
assurées;[assurées];[VPP];[assurer];[];[];[];[]
par;[];[];[];[];[];[];[]
les;[];[];[];[];[];[];[]
volontaires;[volontaires];[NC];[volontaire];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
Croix;[croix];[N];[croix];[];[];[];[]
-;[];[];[];[];[];[];[]
Rouge;[rouge];[ADJ];[rouge];[];[];[];[]
.;[];[];[];[];[];[];[]
“;[];[];[];[];[];[];[]
La;[];[];[];[];[];[];[]
situation;[situation];[NC];[situation];[];[];[];[]
épidémique;[épidémique];[ADJ];[épidémique];[];[];[];[épidémique]
et;[];[];[];[];[];[];[]
le;[];[];[];[];[];[];[]
confinement;[];[];[];[];[];[];[]
peuvent;[peuvent];[V];[pouvoir];[];[];[];[]
avoir;[avoir];[VINF];[avoir];[];[];[];[]
un;[];[];[];[];[];[];[]
impact;[impact];[NC];[impact];[];[];[];[]
considérable;[considérable];[ADJ];[considérable];[];[];[];[]
sur;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
santé;[santé];[NC];[santé];[];[];[];[]
physique;[physique];[NC];[physique];[];[];[];[]
et;[];[];[];[];[];[];[]
mentale;[mentale];[ADJ];[mental];[];[];[];[]
car;[];[];[];[];[];[];[]
ils;[];[];[];[];[];[];[]
sont;[sont];[V];[être];[];[];[];[]
sources;[sources];[NC];[source];[];[];[];[]
de;[];[];[];[];[];[];[]
stress;[stress];[ET];[stress];[];[];[];[]
et;[];[];[];[];[];[];[]
d’anxiété;[anxiété];[NC];[anxiété];[];[];[];[]
.;[];[];[];[];[];[];[]
Une;[];[];[];[];[];[];[]
dégradation;[dégradation];[NC];[dégradation];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
santé;[santé];[NC];[santé];[];[];[];[]
mentale;[mentale];[ADJ];[mental];[];[];[];[]
de;[];[];[];[];[];[];[]
la;[];[];[];[];[];[];[]
population;[population];[NC];[population];[];[];[];[]
peut;[peut];[V];[pouvoir];[];[];[];[]
entraîner;[entraîner];[VINF];[entraîner];[];[];[];[]
des;[];[];[];[];[];[];[]
conséquences;[conséquences];[NC];[conséquence];[];[];[];[]
graves;[graves];[ADJ];[grave];[];[];[];[]
:;[];[];[];[];[];[];[]
consommation;[consommation];[NC];[consommation];[];[];[];[]
excessive;[excessive];[ADJ];[excessif];[];[];[];[]
d’alcool;[alcool];[NC];[alcool];[];[];[];[]
,;[];[];[];[];[];[];[]
de;[];[];[];[];[];[];[]
substances;[substances];[NC];[substance];[];[];[];[]
psychoactives;[psychoactives];[ADJ];[psychoactives];[];[];[];[]
,;[];[];[];[];[];[];[]
augmentation;[];[];[];[];[];[];[]
des;[];[];[];[];[];[];[]
violences;[violences];[NC];[violence];[];[];[];[]
…;[];[];[];[];[];[];[]
”;[];[];[];[];[];[];[]
,;[];[];[];[];[];[];[]
indique;[indique];[V];[indiquer];[];[];[];[]
la;[];[];[];[];[];[];[]
Croix;[croix];[N];[croix];[];[];[];[]
-;[];[];[];[];[];[];[]
Rouge;[rouge];[ADJ];[rouge];[];[];[];[]
dans;[];[];[];[];[];[];[]
un;[];[];[];[];[];[];[]
communiqué;[communiqué];[NC];[communiqué];[];[];[];[]
en;[];[];[];[];[];[];[]
rappelant;[rappelant];[VPR];[rappeler];[];[];[];[]
que;[];[];[];[];[];[];[]
“;[];[];[];[];[];[];[]
toute;[toute];[ADJ];[toute];[];[];[];[]
personne;[];[];[];[];[];[];[]
seule;[seule];[ADJ];[seul];[];[];[];[]
,;[];[];[];[];[];[];[]
isolée;[isolée];[VPP];[isolé];[];[];[];[]
ou;[];[];[];[];[];[];[]
tout;[];[];[];[];[];[];[]
proche;[proche];[ADJ];[proche];[];[];[];[]
aidant;[aidant];[VPR];[aider];[];[];[];[]
faisant;[faisant];[VPR];[faire];[];[];[];[]
face;[face];[N];[face];[];[];[];[]
à;[];[];[];[];[];[];[]
une;[];[];[];[];[];[];[]
difficulté;[difficulté];[NC];[difficulté];[];[];[];[]
peut;[peut];[V];[pouvoir];[];[];[];[]
appeler;[appeler];[VINF];[appeler];[];[];[];[]
le;[];[];[];[];[];[];[]
9;[];[];[];[];[];[];[]
70;[];[];[];[];[];[];[]
28;[];[];[];[];[];[];[]
30;[];[];[];[];[];[];[]
0;[];[];[];[];[];[];[]
(;[];[];[];[];[];[];[]
non;[];[];[];[];[];[];[]
surtaxé;[surtaxé];[VPP];[surtaxé];[];[];[];[]
);[];[];[];[];[];[];[]
du;[];[];[];[];[];[];[]
lundi;[lundi];[NC];[lundi];[];[];[];[]
au;[];[];[];[];[];[];[]
samedi;[samedi];[NC];[samedi];[];[];[];[]
de;[];[];[];[];[];[];[]
9;[];[];[];[];[];[];[]
heures;[heures];[NC];[heure];[];[];[];[]
à;[];[];[];[];[];[];[]
19;[];[];[];[];[];[];[]
heures;[heures];[NC];[heure];[];[];[];[]
(;[];[];[];[];[];[];[]
tous;[];[];[];[];[];[];[]
services;[services];[NC];[service];[];[];[];[]
confondus;[confondus];[VPP];[confondu];[];[];[];[]
